node_id,annotator_id,label,confidence,annotated_at,note
social_account_00791,A1,1,"0,75",,
domain_00044,A1,1,"0,78",,
domain_00436,A1,1,"0,7",,
domain_00655,A1,1,"0,69",,
social_account_00075,A1,1,"0,9",,
ewallet_00192,A1,1,"0,6",,
social_account_01269,A1,1,"0,41",,
domain_00033,A1,1,"0,8",,
social_account_00404,A1,1,"0,5",,
phone_00162,A1,1,"0,6",,
bank_account_00024,A1,1,"0,73",,
domain_00512,A1,1,"0,7",,
social_account_00212,A1,1,"0,66",,
domain_00389,A1,1,"0,8",,
social_account_00322,A1,1,"0,77",,
ewallet_00434,A1,1,"0,9",,node ini terhubung langsung ke victim dengan kebanyakan victim mengirim dana ke  e-wallet ini
social_account_01056,A1,1,"0,55",,
phone_00431,A1,1,"0,7",,
domain_00370,A1,1,"0,8",,
social_account_00738,A1,0,"0,9",,masih kurang penelitian tetapi lebih menonjol ke label 0
social_account_00850,A1,1,"0,6",,
social_account_01293,A1,1,"0,7",,
social_account_01013,A1,1,"0,7",,
social_account_00084,A1,1,"0,8",,
domain_00290,A1,1,"0,5",,
social_account_00141,A1,1,"0,55",,
bank_account_00215,A1,1,"0,75",,
social_account_01415,A1,1,"0,3",,
social_account_00453,A1,1,"0,4",,
social_account_00004,A1,1,"0,3",,
ewallet_00247,A1,1,"0,6",,
bank_account_00117,A1,1,"0,2",,
social_account_01169,A1,1,"0,6",,
bank_account_00287,A1,1,"0,7",,
apk_00062,A1,1,"0,9",,
social_account_00651,A1,1,"0,88",,
social_account_01090,A1,1,"0,7",,
social_account_00292,A1,1,"0,95",,
ewallet_00446,A1,1,"0,85",,
social_account_00909,A1,1,"0,74",,
domain_00430,A1,1,"0,6",,
phone_00305,A1,1,"0,7",,
domain_00082,A1,1,"0,7",,
social_account_00917,A1,1,"0,75",,
social_account_01376,A1,1,"0,3",,
ewallet_00168,A1,1,"0,88",,victim mengirim dana ke node ini dengan total 20 txn
ewallet_00164,A1,1,1,,
social_account_00699,A1,0,"0,1",,
apk_00042,A1,1,"0,72",,
ewallet_00229,A1,1,"0,9",,
phone_00098,A1,1,"0,7",,
social_account_01148,A1,1,"0,75",,
social_account_01406,A1,1,"0,85",,
social_account_00430,A1,1,"0,87",,
domain_00302,A1,1,"0,78",,
social_account_00767,A1,1,"0,63",,
domain_00330,A1,1,"0,68",,
social_account_00273,A1,1,"0,67",,
social_account_01111,A1,1,"0,4",,
social_account_01346,A1,1,"0,75",,
bank_account_00188,A1,1,"0,6",,
social_account_00148,A1,1,"0,6",,
social_account_00200,A1,1,"0,67",,
social_account_01073,A1,1,"0,58",,
bank_account_00294,A1,1,"0,8",,
social_account_00764,A1,1,"0,7",,
phone_00267,A1,1,"0,54",,masih perlu penelitian mengenai tetangganya
domain_00423,A1,1,"0,67",,
bank_account_00275,A1,1,"0,78",,
apk_00107,A1,1,"0,3",,masih perlu diteliti node ini dan tetangga derajat keluar e wallet nya
social_account_01003,A1,1,"0,68",,
social_account_00630,A1,1,"0,6",,
bank_account_00418,A1,0,"0,2",,
apk_00114,A1,1,"0,8",,
domain_00689,A1,1,"0,8",,
phone_00115,A1,1,"0,3",,
domain_00583,A1,1,"0,54",,
social_account_01414,A1,1,"0,5",,
bank_account_00395,A1,1,"0,9",,
ewallet_00037,A1,1,1,,
domain_00527,A1,1,"0,33",,
social_account_00229,A1,1,"0,52",,
phone_00461,A1,1,"0,75",,
bank_account_00021,A1,1,1,,
social_account_00937,A1,1,"0,63",,
ewallet_00008,A1,1,1,,
domain_00692,A1,1,"0,2",,
social_account_01109,A1,1,"0,4",,
phone_00402,A1,1,"0,6",,
social_account_01355,A1,1,"0,7",,
social_account_01353,A1,0,"0,5",,report masih perlu diteliti
domain_00313,A1,1,"0,54",,
social_account_00933,A1,1,"0,72",,"tetangga ada yang kw 0,81"
social_account_00724,A1,1,"0,62",,
